geoid,city,state,countyGEOID,totalCells,meanNDVI,standardDevNDVI,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high
2250115,Metairie CDP,Louisiana,22051,9882432,0.5641225411381288,0.23465560828555487,87278,71966,32316,0.013324,0.0072197535059999995,0.003708017999,0.8274024380569618,0.7503783776963018,0.8681697249423125,-0.20860170819457494,-0.3326610010672866,-0.15184850527521826,-242.58127266512864,-386.84884080473114,-176.5834229296015,0.8118737053977653,0.7291356658824805,0.8559829232040049,-0.23171866923570963,-0.37148688068864333,-0.16824760505376546,-269.46380338859706,-431.99914840483325,-195.653806050011,-26.88253072346842,-45.15030760010211,-19.070383120409502,0.8888678483965022,0.8539465013666501,0.9248370071488556,-0.1250266300035238,-0.17103354648049607,-0.08127161031635342,-33.363509163521485,-45.64051110640014,-21.687428633782922,0.878457827930548,0.8405696980030739,0.9176386970490558,-0.1383585736332709,-0.18966934256098186,-0.08975351978485854,-36.9211546302999,-50.613496087945926,-23.950836551509365,-3.5576454667784176,-4.972984981545785,-2.2634079177264432,0.8539465013666501,0.8200528815395742,0.9248370071488556,-0.17103354648049607,-0.21943355423932115,-0.08127161031635342,-39.904444633881,-51.19682247223502,-18.96176826658451,0.8405696980030739,-0.18966934256098186,-44.252428454627214,0.8039444564291887,-0.2438670258908364,-56.89748258713579,0.9176386970490558,-0.08975351978485854,-20.94071271193138,-4.347983820746215,-5.700660114900771,-1.978944445346869
3268585,Spring Valley CDP,Nevada,32003,12162024,0.24524219116547988,0.1635182755920593,161968,128579,49534,0.01109,0.007296424454,0.004052580321,0.9424327082240093,0.9140507424615502,0.9567246792898854,-0.06108371587025545,-0.09403116648315105,-0.04523278394180769,-109.72010486909548,-168.90114329993796,-81.24826276380759,0.9368614855582433,0.9058730434795101,0.9525015140786369,-0.0673936493441553,-0.10390744839800381,-0.04986709755239473,-121.05416588044326,-186.6411689675982,-89.57253328510193,-11.334061011347785,-17.740025667660234,-8.324270521294338,0.9638049389805796,0.9517917995133032,0.9758441585006632,-0.03755434274668072,-0.05064994309821538,-0.0247537901302305,-19.56869393149271,-26.392506475808382,-12.8986238947212,0.9602582835592737,0.9471006933165689,0.9734609023827948,-0.04138648644968778,-0.055853941462325064,-0.027262623031129397,-21.565534822344684,-29.104188900772453,-14.205918326529323,-1.9968408908519741,-2.7116824249640707,-1.3072944318081223,0.9517917995133032,0.9398049543932675,0.9758441585006632,-0.05064994309821538,-0.0640505727548479,-0.0247537901302305,-18.305957587504725,-23.14922775000993,-8.946541783379788,0.9471006933165689,-0.055853941462325064,-20.18679234291815,0.933988444736783,-0.07067705776790462,-25.544179179037812,0.9734609023827948,-0.027262623031129397,-9.853286902301942,-1.8808347554134244,-2.3949514290278806,-0.9067451189221547
5103000,Arlington CDP,Virginia,51013,13195350,0.6708312756474186,0.22311876732571528,171286,115896,38180,0.0053620000000000004,0.007417524486999999,0.0034692428940000003,0.7921339980158357,0.7024337724183168,0.8404055696637638,-0.26241267576550703,-0.4236217551972644,-0.18990168092304296,-241.00912547023697,-389.0692721013733,-174.41245134624924,0.7738887239215576,0.6780565604751114,0.8259196791723686,-0.29217543697065335,-0.47480322187179214,-0.21077148930761944,-268.3443028914745,-436.0761496751335,-193.58002491267578,-27.335177421237546,-47.006877573760164,-19.16757356642654,0.8651155168019459,0.8235036804854478,0.9083706217630277,-0.15591499698985717,-0.2143236559799093,-0.10087223875551116,-62.68895713599182,-86.17340693549598,-40.55783967957324,0.8526710378117113,0.8076665542188145,0.8996827382105307,-0.1727852309448585,-0.23813471633378813,-0.11150293045412918,-69.47199528945458,-95.74715269892583,-44.83213650211664,-6.783038153462762,-9.573745763429855,-4.274296822543398,0.8235036804854478,0.7834888312539591,0.9083706217630277,-0.2143236559799093,-0.2763423805282826,-0.10087223875551116,-60.69669189617235,-78.26046197323309,-28.5671274532305,0.8076665542188145,-0.23813471633378813,-67.44001002133547,0.7646031641267343,-0.30786798553484435,-87.1885475136509,0.8996827382105307,-0.11150293045412918,-31.577750875661764,-6.743318125163121,-8.928085540417811,-3.0106234224312622
7206593,Bayamón zona urbana,Puerto Rico,72021,9519796,0.6126977083119342,0.26789636302114644,108191,94239,42512,0.012828,0.0073709000000000005,0.002928,0.8111571825486005,0.7281605081411089,0.8554191820855406,-0.23280668841280341,-0.37332358569247187,-0.16901750737219448,-323.10638432962105,-518.1261534212445,-234.57502904126815,0.7943566212400948,0.7054233537974954,0.8421644082311746,-0.25888042380621057,-0.4175884518377714,-0.1874166020626931,-359.29344762392344,-579.5602168089861,-260.11065690881526,-36.18706329430239,-61.43406338774162,-25.535627867547106,0.8779756824236963,0.8399514453301744,0.9173046096932386,-0.138983709935393,-0.19054500776162425,-0.09015041397689705,-38.350024141281196,-52.57742544831889,-24.87536527818705,0.866624047756507,0.8254287660795746,0.9094209057792403,-0.1539028977891544,-0.21149158000582213,-0.09960084889751541,-42.46670238095422,-58.35725066391788,-27.483040721012657,-4.116678239673021,-5.77982521559899,-2.607675442825606,0.8399514453301744,0.8032015335853205,0.9173046096932386,-0.19054500776162425,-0.2450175431516086,-0.09015041397689705,-59.70760226105416,-76.77666387239394,-28.248785547484783,0.8254287660795746,-0.21149158000582213,-66.27124629970363,0.7857908761962235,-0.27260322089854017,-85.42068291211567,0.9094209057792403,-0.09960084889751541,-31.21009540316026,-6.563644038649471,-8.644019039721726,-2.961309855675477
1571550,Urban Honolulu CDP,Hawaii,15003,16064880,0.7085517540791202,0.2891023899515353,229834,164672,68448,0.011002999999999999,0.008491433381,0.0035537630710000003,0.7800299491393694,0.6862290226795649,0.8308051057414428,-0.28200205787397037,-0.4572394447778271,-0.2036517266074828,-713.1447116463753,-1156.2961435733912,-515.0074185369455,0.760890926874203,0.6608699273343365,0.8155471465200159,-0.31424881632913537,-0.5131570656173865,-0.2261706809557908,-794.6923621614519,-1297.7041740332277,-571.9547802915857,-81.54765051507661,-141.40803045983648,-56.94736175464027,0.8568720244866473,0.8130040918515576,0.9026203238886183,-0.16703541651870446,-0.2300061094681243,-0.10788553452004712,-97.7500064289048,-134.60078795133185,-63.13518361981351,0.8437379053417674,0.7963463696263515,0.8934198942661903,-0.18520217435879752,-0.2557349893730331,-0.11929452927769109,-108.38128889984473,-149.65746412534386,-69.81178750508688,-10.631282470939937,-15.056676174012011,-6.676603885273373,0.8130040918515576,0.7709576242946093,0.9026203238886183,-0.2300061094681243,-0.29708815178389847,-0.10788553452004712,-133.6845263294525,-172.67406044632506,-62.70540644969726,0.7963463696263515,-0.2557349893730331,-148.63870789892846,0.7511619115657373,-0.33127090791328795,-192.54181775224967,0.8934198942661903,-0.11929452927769109,-69.33656100292974,-14.954181569475963,-19.867757305924613,-6.631154553232484
3223770,Enterprise CDP,Nevada,32003,15523706,0.19846405124550304,0.1266782547712763,187766,134411,43493,0.01109,0.007296424454,0.004052580321,0.960602113464064,0.9408937766671839,0.970453908853036,-0.04101374126053271,-0.0628192308192122,-0.030445640825831805,-85.40393630951431,-130.8100510464622,-63.39771720591176,0.9567487238035827,0.9351788054999436,0.9675477448308876,-0.045206515692511835,-0.06931422538538308,-0.03354072741369945,-94.13465507701876,-144.3347402167643,-69.84269319928806,-8.730718767504456,-13.524689170302082,-6.444975993376303,0.9753169264282183,0.9670589490133273,0.9835596390332679,-0.025307746541604094,-0.034063126162352166,-0.016715164301466412,-13.785417379523295,-18.55457223848192,-9.104940105363378,0.9728823791305881,0.963825124317964,0.9819305425347014,-0.027873483425247644,-0.037532613302267495,-0.018401971099356113,-15.183003441518915,-20.444441343895754,-10.023762953114755,-1.3975860619956197,-1.8898691054138332,-0.9188228477513771,0.9670589490133273,0.9587855190613401,0.9835596390332679,-0.034063126162352166,-0.04298613205903363,-0.016715164301466412,-10.809707888727322,-13.641364818064707,-5.304446883405427,0.963825124317964,-0.037532613302267495,-11.910726695029126,0.9547586741129573,-0.04738509019472932,-15.037345099938147,0.9819305425347014,-0.018401971099356113,-5.839743868861211,-1.1010188063018038,-1.39598028187344,-0.5352969854557843
3254600,Paradise CDP,Nevada,32003,13724796,0.24811578528986136,0.18251455131536556,137970,118965,45261,0.01109,0.007296424454,0.004052580321,0.9413278277566502,0.9124269604073697,0.9558876494248596,-0.06232915942066204,-0.09597813676344209,-0.04614804951364526,-95.36905524923034,-146.85492813940584,-70.61054448059978,0.9356533725829012,0.9041030207013923,0.9515848856273128,-0.06877186499041618,-0.10606864162914977,-0.05087839782235562,-105.22695721915042,-162.29428148501336,-77.84839035233398,-9.8579019699200785,-15.439353345607515,-7.237845871734194,0.9631022007978447,0.9508618312988638,0.9753721724416345,-0.038311405759003304,-0.05167750674565846,-0.025249672129475445,-18.470511735088454,-24.914512424579573,-12.173251180296683,0.9594881442084425,0.9460828199229019,0.9729429982238383,-0.04222236203343492,-0.05698991562016942,-0.027809441894906202,-20.356043271485575,-27.475705586623324,-13.407355138499845,-1.8855315363971208,-2.5611931620437502,-1.2341039582031623,0.9508618312988638,0.9386512997737706,0.9753721724416345,-0.05167750674565846,-0.0653583500507754,-0.025249672129475445,-17.066159004583298,-21.58416813205595,-8.338539270016648,0.9460828199229019,-0.05698991562016942,-18.82054733055222,0.9327273561328525,-0.072124660464623,-23.818697943360988,0.9729429982238383,-0.027809441894906202,-9.183886512618214,-1.7543883259689217,-2.2345298113050376,-0.8453472426015658
3271400,Sunrise Manor CDP,Nevada,32003,14701900,0.20645109148570048,0.14124122440622472,131788,103200,39199,0.01109,0.007296424454,0.004052580321,0.9574752002997017,0.9362553380741968,0.9680958685750196,-0.044413473776644584,-0.06808469798091717,-0.03295554961095062,-64.91157636222768,-99.50775510857605,-48.16548883089907,0.9533234751835701,0.9301087660968236,0.9649619825814066,-0.04896189596867106,-0.07514307621943303,-0.03631025682987201,-71.55922693624416,-109.82377903246564,-53.06849044948546,-6.647650574016481,-10.316023923889588,-4.903001618586387,0.9733416456680491,0.9644349605170925,0.982237969314523,-0.02738848630447123,-0.03687655564024646,-0.01808322549155031,-11.454584991930142,-15.422745021212993,-7.562880292781473,0.9707152135839063,0.9609487795908469,0.9804792114312583,-0.030168257390314774,-0.04063819137767191,-0.019909436468567434,-12.617158337785575,-16.9959599767247,-8.326649732862704,-1.1625733458554333,-1.5732149555117054,-0.7637694400812309,0.9644349605170925,0.9555177936679444,0.982237969314523,-0.03687655564024646,-0.04655298585419514,-0.01808322549155031,-10.547157425226853,-13.314737829871616,-5.172029293514075,0.9609487795908469,-0.04063819137767191,-11.623032425214255,0.9511798834572812,-0.051325850548132795,-14.67983699442936,0.9804792114312583,-0.019909436468567434,-5.694348537593787,-1.075874999987402,-1.3650991645577442,-0.5223192440797124
7276770,San Juan zona urbana,Puerto Rico,72127,13515840,0.538141373165165,0.27894368666066627,203819,167819,75693,0.012828,0.0073709000000000005,0.002928,0.8362245952741705,0.7625389090791705,0.8750673799530053,-0.1958509778968328,-0.3114084908894466,-0.14276914316438588,-512.0700341516092,-814.2055673005591,-373.28279287169863,0.8214010065283885,0.7421440495091299,0.8634668011993379,-0.2174321580472021,-0.34744730576418625,-0.15812211727309053,-568.4959748096791,-908.4322970410282,-413.4245274731693,-56.42594065806986,-94.22672974046907,-40.14173460147066,0.894749049533284,0.8615274394076264,0.9288911809482815,-0.11763181030660674,-0.16072913555438845,-0.07655236750027632,-57.80121692181651,-78.97812339723441,-37.61584547775654,0.8848534943653286,0.8487817353926949,0.9220645463524436,-0.13013058813454945,-0.17815918781209747,-0.08452277441515127,-63.94279177820492,-87.54279845307559,-41.53229646019932,-6.141574856388409,-8.564675055841178,-3.9164509824427824,0.8615274394076264,0.8292107338792188,0.9288911809482815,-0.16072913555438845,-0.2059660580149436,-0.07655236750027632,-89.67488873532183,-114.91372284207259,-42.7105204935902,0.8487817353926949,-0.17815918781209747,-99.39955994362303,0.8138257119350427,-0.22876432304195518,-127.63345702470207,0.9220645463524436,-0.08452277441515127,-47.15741402537798,-9.724671208301203,-12.71973418262948,-4.446893531787779
3457000,Paterson city,New Jersey,34031,9112722,0.5313767270345415,0.2467097022945012,97787,75418,28685,0.009872,0.007584416469,0.003080367673,0.8385369902767436,0.7657373207175054,0.8768722780064083,-0.19255323449710737,-0.3059308629008542,-0.140416939937394,-185.88189341554002,-295.3313570596761,-135.55195128945525,0.823899895695689,0.7455689203657704,0.8654260711131961,-0.21373968515387984,-0.34125762579991625,-0.15550020201460032,-206.33430270963026,-329.4341629308398,-150.1126275674538,-20.452409294090245,-34.102805871163696,-14.560676277998567,0.8962866963285809,0.863512286111327,0.9299496680594581,-0.11571442943006431,-0.1580611139921598,-0.07532701429607165,-26.882217247566036,-36.7199944350724,-17.49960806868393,0.8865263431824689,0.8509330134991722,0.9232203910323779,-0.1279980653594356,-0.17518063600310985,-0.08316498391219941,-29.7358922064262,-40.69711908702422,-19.32048730594373,-2.8536749588601644,-3.9771246519518186,-1.820879237259799,0.863512286111327,0.8316118733097047,0.9299496680594581,-0.1580611139921598,-0.20248403383195215,-0.07532701429607165,-34.387615751485825,-44.052221165348776,-16.388068879790872,0.8509330134991722,-0.17518063600310985,-38.1121216080677,0.8164183349761418,-0.22486225156766354,-48.92080353366549,0.9232203910323779,-0.08316498391219941,-18.093289605013595,-3.724505856581878,-4.868582368316716,-1.7052207252227234
